x	y	label	showSelected1	group
1967	6	1	UT	47
1970	6	1	UT	47
1971	6	1	UT	47
1982	7	2	UT	47
1984	11	6	UT	47
1986	6	1	UT	47
1990	6	1	UT	47
1991	9	4	UT	47
1993	10	5	UT	47
1996	8	3	UT	47
1997	6	1	UT	47
1998	12	7	UT	47
1999	8	3	UT	47
2000	8	3	UT	47
2001	10	5	UT	47
2002	9	4	UT	47
2003	6	1	UT	47
2005	9	4	UT	47
2006	7	2	UT	47
2007	6	1	UT	47
2009	9	4	UT	47
2010	7	2	UT	47
2011	6	1	UT	47
2012	6	1	UT	47
1957	6	1	OR	48
1965	7	2	OR	48
1966	7	2	OR	48
1968	7	2	OR	48
1970	6	1	OR	48
1972	7	2	OR	48
1973	6	1	OR	48
1983	8	3	OR	48
1984	8	3	OR	48
1991	7	2	OR	48
1993	6	1	OR	48
1994	7	2	OR	48
1995	9	4	OR	48
1996	9	4	OR	48
1997	19	14	OR	48
1998	8	3	OR	48
1999	6	1	OR	48
2000	8	3	OR	48
2001	9	4	OR	48
2002	7	2	OR	48
2003	7	2	OR	48
2004	12	7	OR	48
2005	6	1	OR	48
2006	9	4	OR	48
2007	7	2	OR	48
2009	9	4	OR	48
2010	7	2	OR	48
2011	6	1	OR	48
1973	6	1	NV	49
1974	6	1	NV	49
1975	7	2	NV	49
1979	7	2	NV	49
1983	6	1	NV	49
1984	7	2	NV	49
1986	6	1	NV	49
1987	10	5	NV	49
1988	6	1	NV	49
1991	6	1	NV	49
1992	7	2	NV	49
1993	6	1	NV	49
1996	6	1	NV	49
1997	7	2	NV	49
1998	13	8	NV	49
1999	6	1	NV	49
2000	7	2	NV	49
2001	6	1	NV	49
2002	6	1	NV	49
2003	8	3	NV	49
2004	10	5	NV	49
2005	6	1	NV	49
2006	6	1	NV	49
2009	7	2	NV	49
2011	6	1	NV	49
2012	7	2	NV	49
